SYN1       NO 6507/8-1
SYN2          6507/8-1
SYN7            376.000000  0.000000
SYN7            380.000000  0.000000
SYN7            384.000000  0.000000
SYN7            388.000000  0.000000
SYN7            392.000000  0.000000
SYN7            396.000000  0.000000
SYN7            400.000000  0.000000
SYN7            404.000000  0.000000
SYN7            408.000000  0.000000
SYN7            412.000000  0.000000
SYN7            416.000000  0.000000
SYN7            420.000000  0.000000
SYN7            424.000000  0.000000
SYN7            428.000000  0.000000
SYN7            432.000000  0.000000
SYN7            436.000000  0.000000
SYN7            440.000000  0.000000
SYN7            444.000000  0.000000
SYN7            448.000000  0.000000
SYN7            452.000000  0.000000
SYN7            456.000000  0.000000
SYN7            460.000000  0.000000
SYN7            464.000000  0.000000
SYN7            468.000000  0.000000
SYN7            472.000000  0.000000
SYN7            476.000000  0.000000
SYN7            480.000000  0.000000
SYN7            484.000000  0.000000
SYN7            488.000000  0.000000
SYN7            492.000000  0.000000
SYN7            496.000000  0.000000
SYN7            500.000000  0.000000
SYN7            504.000000  0.000000
SYN7            508.000000  0.000000
SYN7            512.000000  0.000000
SYN7            516.000000  0.000000
SYN7            520.000000  0.000000
SYN7            524.000000  0.000000
SYN7            528.000000  0.000000
SYN7            532.000000  0.000000
SYN7            536.000000  0.000000
SYN7            540.000000  0.000000
SYN7            544.000000  0.000000
SYN7            548.000000  0.000000
SYN7            552.000000  0.000000
SYN7            556.000000  0.000000
SYN7            560.000000  0.000000
SYN7            564.000000  0.000000
SYN7            568.000000  0.000000
SYN7            572.000000  0.000000
SYN7            576.000000  0.000000
SYN7            580.000000  0.000000
SYN7            584.000000  0.000000
SYN7            588.000000  0.000000
SYN7            592.000000  0.000000
SYN7            596.000000  0.000000
SYN7            600.000000  0.000000
SYN7            604.000000  0.000000
SYN7            608.000000  0.000000
SYN7            612.000000  0.000000
SYN7            616.000000  0.000000
SYN7            620.000000  0.000000
SYN7            624.000000  0.000000
SYN7            628.000000  0.000000
SYN7            632.000000  0.000000
SYN7            636.000000  0.000000
SYN7            640.000000  0.000000
SYN7            644.000000  0.000000
SYN7            648.000000  0.000000
SYN7            652.000000  0.000000
SYN7            656.000000  0.000000
SYN7            660.000000  0.000000
SYN7            664.000000  0.000000
SYN7            668.000000  0.000000
SYN7            672.000000  0.000000
SYN7            676.000000  0.000000
SYN7            680.000000  0.000000
SYN7            684.000000  0.000000
SYN7            688.000000  0.000000
SYN7            692.000000  0.000000
SYN7            696.000000  0.000000
SYN7            700.000000  0.000000
SYN7            704.000000  0.000000
SYN7            708.000000  0.000000
SYN7            712.000000  0.000000
SYN7            716.000000  0.000000
SYN7            720.000000  0.000000
SYN7            724.000000  0.000000
SYN7            728.000000  0.000000
SYN7            732.000000  0.000000
SYN7            736.000000  0.000000
SYN7            740.000000  0.000000
SYN7            744.000000  0.000000
SYN7            748.000000  0.000000
SYN7            752.000000  0.000000
SYN7            756.000000  0.000000
SYN7            760.000000  0.000000
SYN7            764.000000  0.000000
SYN7            768.000000  0.000000
SYN7            772.000000  0.000000
SYN7            776.000000  0.000000
SYN7            780.000000  0.000000
SYN7            784.000000  0.000000
SYN7            788.000000  0.000000
SYN7            792.000000  0.000000
SYN7            796.000000  0.000000
SYN7            800.000000  0.000000
SYN7            804.000000  0.000000
SYN7            808.000000  0.000000
SYN7            812.000000  0.000000
SYN7            816.000000  0.000000
SYN7            820.000000  0.000000
SYN7            824.000000  0.000000
SYN7            828.000000  0.000000
SYN7            832.000000  0.000000
SYN7            836.000000  0.000000
SYN7            840.000000  0.000000
SYN7            844.000000  0.000000
SYN7            848.000000  0.000000
SYN7            852.000000  0.000000
SYN7            856.000000  0.000000
SYN7            860.000000  0.000000
SYN7            864.000000  0.000000
SYN7            868.000000  0.000000
SYN7            872.000000  0.000000
SYN7            876.000000  0.000000
SYN7            880.000000  0.000000
SYN7            884.000000  0.000000
SYN7            888.000000  0.000000
SYN7            892.000000  0.000000
SYN7            896.000000  0.000000
SYN7            900.000000  0.000000
SYN7            904.000000  0.000000
SYN7            908.000000  0.000000
SYN7            912.000000  0.000000
SYN7            916.000000  0.000000
SYN7            920.000000  0.000000
SYN7            924.000000  0.000000
SYN7            928.000000  0.000000
SYN7            932.000000  0.000000
SYN7            936.000000  0.000000
SYN7            940.000000  0.000000
SYN7            944.000000  0.000000
SYN7            948.000000  0.000000
SYN7            952.000000  0.000000
SYN7            956.000000  0.000000
SYN7            960.000000  0.000000
SYN7            964.000000  0.000000
SYN7            968.000000  0.000000
SYN7            972.000000  0.000000
SYN7            976.000000  0.000000
SYN7            980.000000  0.000000
SYN7            984.000000  0.000000
SYN7            988.000000  0.000000
SYN7            992.000000  0.000000
SYN7            996.000000  0.000000
SYN7            1000.000000 0.000000
SYN7            1004.000000 0.000000
SYN7            1008.000000 0.000000
SYN7            1012.000000 0.000000
SYN7            1016.000000 0.000000
SYN7            1020.000000 0.000000
SYN7            1024.000000 0.000000
SYN7            1028.000000 0.000000
SYN7            1032.000000 0.000000
SYN7            1036.000000 0.000000
SYN7            1040.000000 0.000000
SYN7            1044.000000 0.000000
SYN7            1048.000000 0.000000
SYN7            1052.000000 0.000000
SYN7            1056.000000 0.000000
SYN7            1060.000000 0.000000
SYN7            1064.000000 0.000000
SYN7            1068.000000 0.000000
SYN7            1072.000000 0.000000
SYN7            1076.000000 0.000000
SYN7            1080.000000 0.000000
SYN7            1084.000000 0.000000
SYN7            1088.000000 0.000000
SYN7            1092.000000 0.000000
SYN7            1096.000000 0.000000
SYN7            1100.000000 0.000000
SYN7            1104.000000 0.000000
SYN7            1108.000000 0.000000
SYN7            1112.000000 0.000000
SYN7            1116.000000 0.000000
SYN7            1120.000000 0.000000
SYN7            1124.000000 0.000000
SYN7            1128.000000 0.000000
SYN7            1132.000000 0.000000
SYN7            1136.000000 0.000000
SYN7            1140.000000 0.000000
SYN7            1144.000000 0.000000
SYN7            1148.000000 0.000000
SYN7            1152.000000 0.000000
SYN7            1156.000000 0.000000
SYN7            1160.000000 0.000000
SYN7            1164.000000 0.000000
SYN7            1168.000000 0.000000
SYN7            1172.000000 0.000000
SYN7            1176.000000 0.000000
SYN7            1180.000000 0.000000
SYN7            1184.000000 0.000000
SYN7            1188.000000 0.000000
SYN7            1192.000000 0.000000
SYN7            1196.000000 0.000000
SYN7            1200.000000 0.000000
SYN7            1204.000000 0.000000
SYN7            1208.000000 0.000000
SYN7            1212.000000 0.000000
SYN7            1216.000000 0.000000
SYN7            1220.000000 0.000000
SYN7            1224.000000 0.000000
SYN7            1228.000000 0.000000
SYN7            1232.000000 0.000000
SYN7            1236.000000 0.000000
SYN7            1240.000000 0.000000
SYN7            1244.000000 0.000000
SYN7            1248.000000 0.000000
SYN7            1252.000000 0.000000
SYN7            1256.000000 0.000000
SYN7            1260.000000 0.000000
SYN7            1264.000000 0.000000
SYN7            1268.000000 0.000000
SYN7            1272.000000 0.000000
SYN7            1276.000000 0.000000
SYN7            1280.000000 0.000000
SYN7            1284.000000 0.000000
SYN7            1288.000000 0.000000
SYN7            1292.000000 0.000000
SYN7            1296.000000 0.000000
SYN7            1300.000000 0.000000
SYN7            1304.000000 0.000000
SYN7            1308.000000 0.000000
SYN7            1312.000000 0.000000
SYN7            1316.000000 0.000000
SYN7            1320.000000 0.000000
SYN7            1324.000000 0.000000
SYN7            1328.000000 0.000000
SYN7            1332.000000 0.000000
SYN7            1336.000000 0.000000
SYN7            1340.000000 0.000000
SYN7            1344.000000 0.000000
SYN7            1348.000000 0.000000
SYN7            1352.000000 0.000000
SYN7            1356.000000 0.000000
SYN7            1360.000000 0.000000
SYN7            1364.000000 0.000000
SYN7            1368.000000 0.000000
SYN7            1372.000000 0.000000
SYN7            1376.000000 0.000000
SYN7            1380.000000 0.000000
SYN7            1384.000000 0.000000
SYN7            1388.000000 0.000000
SYN7            1392.000000 0.000000
SYN7            1396.000000 0.000000
SYN7            1400.000000 0.000000
SYN7            1404.000000 0.000000
SYN7            1408.000000 0.000000
SYN7            1412.000000 0.000000
SYN7            1416.000000 0.000000
SYN7            1420.000000 0.000000
SYN7            1424.000000 0.000000
SYN7            1428.000000 0.000000
SYN7            1432.000000 0.000000
SYN7            1436.000000 0.000000
SYN7            1440.000000 0.000000
SYN7            1444.000000 0.000000
SYN7            1448.000000 0.000000
SYN7            1452.000000 0.000000
SYN7            1456.000000 0.000000
SYN7            1460.000000 0.000000
SYN7            1464.000000 0.000000
SYN7            1468.000000 0.000000
SYN7            1472.000000 0.000000
SYN7            1476.000000 0.000000
SYN7            1480.000000 0.000000
SYN7            1484.000000 0.000000
SYN7            1488.000000 0.000000
SYN7            1492.000000 0.000000
SYN7            1496.000000 0.000000
SYN7            1500.000000 0.000000
SYN7            1504.000000 0.000000
SYN7            1508.000000 0.000000
SYN7            1512.000000 0.000000
SYN7            1516.000000 0.000000
SYN7            1520.000000 0.000000
SYN7            1524.000000 0.000000
SYN7            1528.000000 0.000000
SYN7            1532.000000 0.000000
SYN7            1536.000000 0.000000
SYN7            1540.000000 0.000000
SYN7            1544.000000 0.000000
SYN7            1548.000000 0.000000
SYN7            1552.000000 0.000000
SYN7            1556.000000 0.000000
SYN7            1560.000000 0.000000
SYN7            1564.000000 0.000000
SYN7            1568.000000 0.000000
SYN7            1572.000000 0.000000
SYN7            1576.000000 0.000000
SYN7            1580.000000 0.000000
SYN7            1584.000000 0.000000
SYN7            1588.000000 0.000000
SYN7            1592.000000 0.000000
SYN7            1596.000000 0.000000
SYN7            1600.000000 0.000000
SYN7            1604.000000 0.000000
SYN7            1608.000000 0.000000
SYN7            1612.000000 0.000000
SYN7            1616.000000 0.000000
SYN7            1620.000000 0.000000
SYN7            1624.000000 0.000000
SYN7            1628.000000 0.000000
SYN7            1632.000000 0.000000
SYN7            1636.000000 0.000000
SYN7            1640.000000 0.000000
SYN7            1644.000000 0.000000
SYN7            1648.000000 0.000000
SYN7            1652.000000 0.000000
SYN7            1656.000000 0.000000
SYN7            1660.000000 0.000000
SYN7            1664.000000 0.000000
SYN7            1668.000000 0.000000
SYN7            1672.000000 0.000000
SYN7            1676.000000 0.000000
SYN7            1680.000000 0.000000
SYN7            1684.000000 0.000000
SYN7            1688.000000 0.000000
SYN7            1692.000000 0.000000
SYN7            1696.000000 0.000000
SYN7            1700.000000 0.000000
SYN7            1704.000000 0.000000
SYN7            1708.000000 0.000000
SYN7            1712.000000 0.000000
SYN7            1716.000000 0.000000
SYN7            1720.000000 0.000000
SYN7            1724.000000 0.000000
SYN7            1728.000000 -0.000000
SYN7            1732.000000 0.000000
SYN7            1736.000000 0.000001
SYN7            1740.000000 0.000002
SYN7            1744.000000 0.000003
SYN7            1748.000000 0.000004
SYN7            1752.000000 0.000005
SYN7            1756.000000 0.000005
SYN7            1760.000000 0.000006
SYN7            1764.000000 0.000007
SYN7            1768.000000 0.000008
SYN7            1772.000000 0.000009
SYN7            1776.000000 0.000010
SYN7            1780.000000 0.000011
SYN7            1784.000000 0.000012
SYN7            1788.000000 0.000013
SYN7            1792.000000 0.000014
SYN7            1796.000000 0.000016
SYN7            1800.000000 0.000017
SYN7            1804.000000 0.000018
SYN7            1808.000000 0.000020
SYN7            1812.000000 0.000021
SYN7            1816.000000 0.000023
SYN7            1820.000000 0.000025
SYN7            1824.000000 0.000027
SYN7            1828.000000 0.000029
SYN7            1832.000000 0.000031
SYN7            1836.000000 0.000034
SYN7            1840.000000 0.000036
SYN7            1844.000000 0.000039
SYN7            1848.000000 0.000042
SYN7            1852.000000 0.000045
SYN7            1856.000000 0.000049
SYN7            1860.000000 0.000053
SYN7            1864.000000 0.000057
SYN7            1868.000000 0.000062
SYN7            1872.000000 0.000067
SYN7            1876.000000 0.000073
SYN7            1880.000000 0.000079
SYN7            1884.000000 0.000086
SYN7            1888.000000 0.000094
SYN7            1892.000000 0.000103
SYN7            1896.000000 0.000113
SYN7            1900.000000 0.000125
SYN7            1904.000000 0.000137
SYN7            1908.000000 0.000152
SYN7            1912.000000 0.000169
SYN7            1916.000000 0.000188
SYN7            1920.000000 0.000210
SYN7            1924.000000 0.000236
SYN7            1928.000000 0.000266
SYN7            1932.000000 0.000302
SYN7            1936.000000 0.000344
SYN7            1940.000000 0.000395
SYN7            1944.000000 0.000456
SYN7            1948.000000 0.000532
SYN7            1952.000000 0.000624
SYN7            1956.000000 0.000741
SYN7            1960.000000 0.000890
SYN7            1964.000000 0.001083
SYN7            1968.000000 0.001339
SYN7            1972.000000 0.001687
SYN7            1976.000000 0.002160
SYN7            1980.000000 0.002745
SYN7            1984.000000 0.003133
SYN7            1988.000000 0.001850
SYN7            1992.000000 -0.005887
SYN7            1996.000000 -0.031506
SYN7            2000.000000 -0.094146
SYN7            2004.000000 -0.210630
SYN7            2008.000000 -0.367077
SYN7            2012.000000 -0.486474
SYN7            2016.000000 -0.438574
SYN7            2020.000000 -0.129641
SYN7            2024.000000 0.376619
SYN7            2028.000000 0.840388
SYN7            2032.000000 1.000000
SYN7            2036.000000 0.777015
SYN7            2040.000000 0.327191
SYN7            2044.000000 -0.103253
SYN7            2048.000000 -0.351968
SYN7            2052.000000 -0.395498
SYN7            2056.000000 -0.301304
SYN7            2060.000000 -0.166757
SYN7            2064.000000 -0.075875
SYN7            2068.000000 -0.062686
SYN7            2072.000000 -0.097745
SYN7            2076.000000 -0.121856
SYN7            2080.000000 -0.101713
SYN7            2084.000000 -0.051607
SYN7            2088.000000 -0.004272
SYN7            2092.000000 0.028177
SYN7            2096.000000 0.057272
SYN7            2100.000000 0.088960
SYN7            2104.000000 0.106534
SYN7            2108.000000 0.090300
SYN7            2112.000000 0.045707
SYN7            2116.000000 0.000439
SYN7            2120.000000 -0.023783
SYN7            2124.000000 -0.026596
SYN7            2128.000000 -0.018305
SYN7            2132.000000 -0.006218
SYN7            2136.000000 0.004501
SYN7            2140.000000 0.006053
SYN7            2144.000000 -0.006638
SYN7            2148.000000 -0.027381
SYN7            2152.000000 -0.042540
SYN7            2156.000000 -0.045182
SYN7            2160.000000 -0.040883
SYN7            2164.000000 -0.036890
SYN7            2168.000000 -0.030014
SYN7            2172.000000 -0.010665
SYN7            2176.000000 0.022425
SYN7            2180.000000 0.056583
SYN7            2184.000000 0.074498
SYN7            2188.000000 0.065394
SYN7            2192.000000 0.028853
SYN7            2196.000000 -0.023461
SYN7            2200.000000 -0.066007
SYN7            2204.000000 -0.069074
SYN7            2208.000000 -0.023498
SYN7            2212.000000 0.042828
SYN7            2216.000000 0.081999
SYN7            2220.000000 0.066042
SYN7            2224.000000 0.010179
SYN7            2228.000000 -0.042937
SYN7            2232.000000 -0.060081
SYN7            2236.000000 -0.040907
SYN7            2240.000000 -0.011131
SYN7            2244.000000 0.003262
SYN7            2248.000000 -0.005064
SYN7            2252.000000 -0.028600
SYN7            2256.000000 -0.060994
SYN7            2260.000000 -0.100201
SYN7            2264.000000 -0.131852
SYN7            2268.000000 -0.118916
SYN7            2272.000000 -0.027110
SYN7            2276.000000 0.127693
SYN7            2280.000000 0.266535
SYN7            2284.000000 0.301490
SYN7            2288.000000 0.211054
SYN7            2292.000000 0.057459
SYN7            2296.000000 -0.070346
SYN7            2300.000000 -0.124359
SYN7            2304.000000 -0.114210
SYN7            2308.000000 -0.076658
SYN7            2312.000000 -0.041259
SYN7            2316.000000 -0.018837
SYN7            2320.000000 -0.007802
SYN7            2324.000000 -0.003266
SYN7            2328.000000 -0.001583
SYN7            2332.000000 -0.000947
SYN7            2336.000000 -0.000661
SYN7            2340.000000 -0.000500
SYN7            2344.000000 -0.000393
SYN7            2348.000000 -0.000316
SYN7            2352.000000 -0.000259
SYN7            2356.000000 -0.000215
SYN7            2360.000000 -0.000181
SYN7            2364.000000 -0.000154
SYN7            2368.000000 -0.000132
SYN7            2372.000000 -0.000114
SYN7            2376.000000 -0.000099
SYN7            2380.000000 -0.000087
SYN7            2384.000000 -0.000076
SYN7            2388.000000 -0.000067
SYN7            2392.000000 -0.000060
SYN7            2396.000000 -0.000053
SYN7            2400.000000 -0.000048
SYN7            2404.000000 -0.000043
SYN7            2408.000000 -0.000039
SYN7            2412.000000 -0.000035
SYN7            2416.000000 -0.000032
SYN7            2420.000000 -0.000029
SYN7            2424.000000 -0.000027
SYN7            2428.000000 -0.000024
SYN7            2432.000000 -0.000022
SYN7            2436.000000 -0.000021
SYN7            2440.000000 -0.000019
SYN7            2444.000000 -0.000017
SYN7            2448.000000 -0.000016
SYN7            2452.000000 -0.000015
SYN7            2456.000000 -0.000014
SYN7            2460.000000 -0.000013
SYN7            2464.000000 -0.000012
SYN7            2468.000000 -0.000011
SYN7            2472.000000 -0.000010
SYN7            2476.000000 -0.000009
SYN7            2480.000000 -0.000009
SYN7            2484.000000 -0.000008
SYN7            2488.000000 -0.000008
SYN7            2492.000000 -0.000007
SYN7            2496.000000 -0.000007
SYN7            2500.000000 -0.000006
SYN7            2504.000000 -0.000006
SYN7            2508.000000 -0.000005
SYN7            2512.000000 -0.000005
SYN7            2516.000000 -0.000004
SYN7            2520.000000 -0.000004
SYN7            2524.000000 -0.000004
SYN7            2528.000000 -0.000004
SYN7            2532.000000 -0.000003
SYN7            2536.000000 -0.000003
SYN7            2540.000000 -0.000003
SYN7            2544.000000 -0.000002
SYN7            2548.000000 -0.000002
SYN7            2552.000000 -0.000002
SYN7            2556.000000 -0.000002
SYN7            2560.000000 -0.000001
SYN7            2564.000000 -0.000001
SYN7            2568.000000 -0.000001
SYN7            2572.000000 -0.000001
SYN7            2576.000000 -0.000000
SYN7            2580.000000 -0.000000
SYN7            2584.000000 0.000000
SYN7            2588.000000 0.000000
SYN7            2592.000000 0.000000
SYN7            2596.000000 0.000000
SYN7            2600.000000 0.000000
SYN7            2604.000000 0.000000
SYN7            2608.000000 0.000000
SYN7            2612.000000 0.000000
SYN7            2616.000000 0.000000
SYN7            2620.000000 0.000000
SYN7            2624.000000 0.000000
SYN7            2628.000000 0.000000
SYN7            2632.000000 0.000000
SYN7            2636.000000 0.000000
SYN7            2640.000000 0.000000
SYN7            2644.000000 0.000000
SYN7            2648.000000 0.000000
SYN7            2652.000000 0.000000
SYN7            2656.000000 0.000000
SYN7            2660.000000 0.000000
SYN7            2664.000000 0.000000
SYN7            2668.000000 0.000000
SYN7            2672.000000 0.000000
SYN7            2676.000000 0.000000
SYN7            2680.000000 0.000000
SYN7            2684.000000 0.000000
SYN7            2688.000000 0.000000
SYN7            2692.000000 0.000000
SYN7            2696.000000 0.000000
SYN7            2700.000000 0.000000
SYN7            2704.000000 0.000000
SYN7            2708.000000 0.000000
SYN7            2712.000000 0.000000
SYN7            2716.000000 0.000000
SYN7            2720.000000 0.000000
SYN7            2724.000000 0.000000
SYN7            2728.000000 0.000000
SYN7            2732.000000 0.000000
SYN7            2736.000000 0.000000
SYN7            2740.000000 0.000000
SYN7            2744.000000 0.000000
SYN7            2748.000000 0.000000
SYN7            2752.000000 0.000000
SYN7            2756.000000 0.000000
SYN7            2760.000000 0.000000
SYN7            2764.000000 0.000000
SYN7            2768.000000 0.000000
SYN7            2772.000000 0.000000
SYN7            2776.000000 0.000000
SYN7            2780.000000 0.000000
SYN7            2784.000000 0.000000
SYN7            2788.000000 0.000000
SYN7            2792.000000 0.000000
SYN7            2796.000000 0.000000
SYN7            2800.000000 0.000000
SYN7            2804.000000 0.000000
SYN7            2808.000000 0.000000
SYN7            2812.000000 0.000000
SYN7            2816.000000 0.000000
SYN7            2820.000000 0.000000
SYN7            2824.000000 0.000000
SYN7            2828.000000 0.000000
SYN7            2832.000000 0.000000
SYN7            2836.000000 0.000000
SYN7            2840.000000 0.000000
SYN7            2844.000000 0.000000
SYN7            2848.000000 0.000000
SYN7            2852.000000 0.000000
SYN7            2856.000000 0.000000
SYN7            2860.000000 0.000000
SYN7            2864.000000 0.000000
SYN7            2868.000000 0.000000
SYN7            2872.000000 0.000000
SYN7            2876.000000 0.000000
SYN7            2880.000000 0.000000
SYN7            2884.000000 0.000000
SYN7            2888.000000 0.000000
SYN7            2892.000000 0.000000
SYN7            2896.000000 0.000000
SYN7            2900.000000 0.000000
SYN7            2904.000000 0.000000
SYN7            2908.000000 0.000000
SYN7            2912.000000 0.000000
SYN7            2916.000000 0.000000
SYN7            2920.000000 0.000000
SYN7            2924.000000 0.000000
SYN7            2928.000000 0.000000
SYN7            2932.000000 0.000000
SYN7            2936.000000 0.000000
SYN7            2940.000000 0.000000
SYN7            2944.000000 0.000000
SYN7            2948.000000 0.000000
SYN7            2952.000000 0.000000
SYN7            2956.000000 0.000000
SYN7            2960.000000 0.000000
SYN7            2964.000000 0.000000
SYN7            2968.000000 0.000000
SYN7            2972.000000 0.000000
SYN7            2976.000000 0.000000
SYN7            2980.000000 0.000000
SYN7            2984.000000 0.000000
SYN7            2988.000000 0.000000
SYN7            2992.000000 0.000000
SYN7            2996.000000 0.000000
SYN7            3000.000000 0.000000
SYN7            3004.000000 0.000000
SYN7            3008.000000 0.000000
SYN7            3012.000000 0.000000
SYN7            3016.000000 0.000000
SYN7            3020.000000 0.000000
SYN7            3024.000000 0.000000
SYN7            3028.000000 0.000000
SYN7            3032.000000 0.000000
SYN7            3036.000000 0.000000
SYN7            3040.000000 0.000000
SYN7            3044.000000 0.000000
SYN7            3048.000000 0.000000
SYN7            3052.000000 0.000000
SYN7            3056.000000 0.000000
SYN7            3060.000000 0.000000
SYN7            3064.000000 0.000000
SYN7            3068.000000 0.000000
SYN7            3072.000000 0.000000
SYN7            3076.000000 0.000000
SYN7            3080.000000 0.000000
SYN7            3084.000000 0.000000
SYN7            3088.000000 0.000000
SYN7            3092.000000 0.000000
SYN7            3096.000000 0.000000
SYN7            3100.000000 0.000000
SYN7            3104.000000 0.000000
SYN7            3108.000000 0.000000
SYN7            3112.000000 0.000000
SYN7            3116.000000 0.000000
SYN7            3120.000000 0.000000
SYN7            3124.000000 0.000000
SYN7            3128.000000 0.000000
SYN7            3132.000000 0.000000
SYN7            3136.000000 0.000000
SYN7            3140.000000 0.000000
SYN7            3144.000000 0.000000
SYN7            3148.000000 0.000000
SYN7            3152.000000 0.000000
SYN7            3156.000000 0.000000
SYN7            3160.000000 0.000000
SYN7            3164.000000 0.000000
SYN7            3168.000000 0.000000
SYN7            3172.000000 0.000000
SYN7            3176.000000 0.000000
SYN7            3180.000000 0.000000
SYN7            3184.000000 0.000000
SYN7            3188.000000 0.000000
SYN7            3192.000000 0.000000
SYN7            3196.000000 0.000000
SYN7            3200.000000 0.000000
SYN7            3204.000000 0.000000
SYN7            3208.000000 0.000000
SYN7            3212.000000 0.000000
SYN7            3216.000000 0.000000
SYN7            3220.000000 0.000000
SYN7            3224.000000 0.000000
SYN7            3228.000000 0.000000
SYN7            3232.000000 0.000000
SYN7            3236.000000 0.000000
SYN7            3240.000000 0.000000
SYN7            3244.000000 0.000000
SYN7            3248.000000 0.000000
SYN7            3252.000000 0.000000
SYN7            3256.000000 0.000000
SYN7            3260.000000 0.000000
SYN7            3264.000000 0.000000
SYN7            3268.000000 0.000000
SYN7            3272.000000 0.000000
SYN7            3276.000000 0.000000
SYN7            3280.000000 0.000000
SYN7            3284.000000 0.000000
SYN7            3288.000000 0.000000
SYN7            3292.000000 0.000000
SYN7            3296.000000 0.000000
SYN7            3300.000000 0.000000
SYN7            3304.000000 0.000000
SYN7            3308.000000 0.000000
SYN7            3312.000000 0.000000
SYN7            3316.000000 0.000000
SYN7            3320.000000 0.000000
SYN7            3324.000000 0.000000
SYN7            3328.000000 0.000000
SYN7            3332.000000 0.000000
SYN7            3336.000000 0.000000
SYN7            3340.000000 0.000000
SYN7            3344.000000 0.000000
SYN7            3348.000000 0.000000
SYN7            3352.000000 0.000000
SYN7            3356.000000 0.000000
SYN7            3360.000000 0.000000
SYN7            3364.000000 0.000000
SYN7            3368.000000 0.000000
SYN7            3372.000000 0.000000
SYN7            3376.000000 0.000000
SYN7            3380.000000 0.000000
SYN7            3384.000000 0.000000
SYN7            3388.000000 0.000000
SYN7            3392.000000 0.000000
SYN7            3396.000000 0.000000
SYN7            3400.000000 0.000000
SYN7            3404.000000 0.000000
SYN7            3408.000000 0.000000
SYN7            3412.000000 0.000000
SYN7            3416.000000 0.000000
SYN7            3420.000000 0.000000
SYN7            3424.000000 0.000000
SYN7            3428.000000 0.000000
SYN7            3432.000000 0.000000
SYN7            3436.000000 0.000000
SYN7            3440.000000 0.000000
SYN7            3444.000000 0.000000
SYN7            3448.000000 0.000000
SYN7            3452.000000 0.000000
SYN7            3456.000000 0.000000
SYN7            3460.000000 0.000000
SYN7            3464.000000 0.000000
SYN7            3468.000000 0.000000
SYN7            3472.000000 0.000000
SYN7            3476.000000 0.000000
SYN7            3480.000000 0.000000
SYN7            3484.000000 0.000000
SYN7            3488.000000 0.000000
SYN7            3492.000000 0.000000
SYN7            3496.000000 0.000000
SYN7            3500.000000 0.000000
SYN7            3504.000000 0.000000
SYN7            3508.000000 0.000000
